turns,victory_status,winner,white_rating,black_rating,opening_name,opening_ply,increment_code
56,resign,black,2080,2157,Queen's Gambit Declined: Normal Defense,6,7+4
122,resign,black,2176,2027,Sicilian Defense,2,7+4
87,resign,black,2018,2167,Queen's Gambit Declined,4,7+4
84,mate,black,1989,2160,Queen's Gambit Refused: Marshall Defense,4,7+4
81,resign,white,2147,2120,French Defense: Chigorin Variation,3,7+4
33,resign,white,2145,1631,Sicilian Defense: Old Sicilian,4,7+4
48,resign,black,1692,2143,Queen's Gambit Declined,4,7+4
25,resign,black,1690,2141,Scotch Game,7,7+4
93,resign,white,2129,2088,Sicilian Defense,4,7+4
73,outoftime,white,2022,2148,Nimzo-Larsen Attack: Modern Variation #4,5,7+4
67,resign,white,2146,1645,Sicilian Defense: Najdorf Variation ,11,7+4
83,resign,black,1739,2143,Ruy Lopez: Morphy Defense ,9,7+4
118,draw,draw,2155,1758,French Defense: Horwitz Attack,3,7+4
65,outoftime,white,2148,1947,King's Pawn Game: Busch-Gass Gambit,4,7+4
78,resign,black,1852,1874,Queen's Pawn Game: Mason Attack,3,10+0
87,resign,white,1828,1767,Horwitz Defense,2,10+0
54,mate,black,1863,1831,Queen's Pawn Game: Mason Attack,3,10+0
17,mate,white,1846,1561,Queen's Pawn Game: Mason Attack,3,10+0
136,resign,black,1565,1831,Sicilian Defense: Bowdler Attack,3,10+0
79,mate,white,1814,1569,Queen's Pawn Game: Mason Attack,3,10+0
42,mate,black,1741,1771,Queen's Pawn Game: Zukertort Variation,3,10+0
63,mate,white,1712,1752,Queen's Pawn Game: Mason Attack,3,10+0
133,mate,white,1832,1762,Sicilian Defense: Delayed Alapin,5,10+0
49,resign,white,1921,1815,Sicilian Defense: Dragon Variation ,11,10+0
42,resign,black,1581,1767,Sicilian Defense: Bowdler Attack,3,10+0
138,outoftime,black,1410,1736,Sicilian Defense: Smith-Morra Gambit #2,3,10+0
52,resign,white,1688,1414,Horwitz Defense,2,10+0
74,resign,black,1852,1862,English Opening: Symmetrical Variation ,13,10+0
107,resign,black,1868,1716,Zukertort Opening: Pirc Invitation,2,10+0
62,mate,black,1881,1825,King's Indian Attack: Symmetrical Defense,4,10+0
57,resign,white,1854,1893,Sicilian Defense: Smith-Morra Gambit,5,10+0
73,mate,white,1885,1798,Zukertort Opening: Queen's Gambit Invitation,2,10+0
45,resign,white,1864,2267,English Opening: Symmetrical Variation ,13,10+0
155,mate,white,1832,1877,Sicilian Defense: Wing Gambit,3,10+0
75,mate,white,1859,1741,Zukertort Opening: Queen's Gambit Invitation,2,10+0
33,mate,white,1913,1643,Nimzo-Larsen Attack,1,10+0
42,resign,white,1732,1653,Queen's Gambit Declined,4,10+0
91,resign,white,1645,1525,Sicilian Defense: Accelerated Dragon,8,10+0
56,resign,black,1663,1631,French Defense: La Bourdonnais Variation,3,10+0
105,mate,white,2063,1633,French Defense: Advance Variation ,11,10+0
82,resign,black,1445,1627,Tarrasch Defense,6,10+0
67,outoftime,white,1625,1212,Sicilian Defense: Accelerated Dragon ,9,10+0
64,resign,black,1634,1715,Philidor Defense #2,4,10+0
53,mate,white,2054,1636,Queen's Gambit Declined: Exchange Variation ,9,10+0
70,resign,black,1638,2075,Four Knights Game: Spanish Variation ,8,10+0
53,resign,white,1617,2024,Ruy Lopez: Morphy Defense ,9,10+0
55,mate,white,1727,1625,French Defense: Exchange Variation,5,10+0
56,resign,black,1638,1606,St. George Defense,4,10+0
42,resign,black,973,1173,Van't Kruijs Opening,1,10+0
43,outoftime,white,1170,981,King's Knight Opening,3,10+0
73,outoftime,white,1272,986,Hungarian Opening,1,10+0
78,mate,black,999,1068,English Opening: The Whale,3,10+0
93,outoftime,white,979,1043,Owen Defense,2,10+0
41,outoftime,white,906,1001,Englund Gambit Declined ,3,10+0
45,outoftime,white,1053,1017,Bishop's Opening,3,10+0
72,outoftime,black,1037,1004,Alekhine Defense,2,10+0
56,outoftime,black,1059,1016,King's Pawn Game: Damiano Defense,4,10+0
76,outoftime,black,1036,1035,Sicilian Defense: Staunton-Cochrane Variation,3,10+0
69,resign,white,1261,1045,Van't Kruijs Opening,1,10+0
19,resign,white,1351,1052,Semi-Slav Defense,8,10+0
98,outoftime,black,1071,1118,Alekhine Defense,2,10+0
109,draw,draw,1064,1174,King's Gambit Accepted,4,10+0
27,resign,white,1378,1071,Italian Game: Anti-Fried Liver Defense,6,10+0
36,mate,black,1092,1143,Van't Kruijs Opening,1,10+0
59,outoftime,white,1140,1117,French Defense: Knight Variation,3,10+0
56,outoftime,black,1141,1168,Scandinavian Defense,2,10+0
39,mate,white,1221,1166,Russian Game: Three Knights Game,5,10+0
72,mate,black,1296,1120,Paleface Attack,3,10+0
44,mate,black,1136,1344,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
39,mate,white,1076,1343,Sicilian Defense: Smith-Morra Gambit #2,3,10+0
101,draw,draw,1004,1085,King's Pawn Game: Busch-Gass Gambit,4,10+0
70,resign,white,1023,1197,King's Gambit Declined: Keene's Defense #2,5,10+0
61,outoftime,white,1190,1052,King's Pawn Game: Wayward Queen Attack,3,10+0
53,mate,white,1110,1104,Russian Game: Three Knights Game,5,10+0
38,resign,black,1152,1218,Queen's Pawn Game,2,10+0
30,mate,black,1221,1238,English Opening: Achilles-Omega Gambit,3,10+0
84,mate,black,1135,1129,Sicilian Defense: Closed Variation,3,10+0
33,mate,white,1218,1266,Sicilian Defense: Closed Variation,3,10+0
62,outoftime,black,1500,1398,Four Knights Game,6,10+0
46,outoftime,black,1500,1504,King's Pawn Game: Tayler Opening,5,10+0
23,resign,white,1644,1638,Ruy Lopez: Exchange Variation ,8,10+0
38,outoftime,black,1638,2019,Caro-Kann Defense: Two Knights Attack,5,15+60
43,draw,draw,1500,1770,Philidor Defense #2,4,10+0
77,resign,white,1480,1496,French Defense: Advance Variation ,7,10+0
87,mate,white,1480,1310,Italian Game: Giuoco Pianissimo ,8,10+0
104,mate,black,1082,1480,Queen's Pawn Game: Chigorin Variation,4,10+0
44,resign,black,1480,1488,Italian Game: Anti-Fried Liver Defense,6,10+0
71,resign,white,1359,1480,Four Knights Game: Scotch Variation Accepted,8,10+0
36,resign,black,1350,1480,Ruy Lopez: Bird Variation,6,10+0
23,resign,white,1480,1350,Italian Game: Anti-Fried Liver Defense,6,10+0
40,resign,white,1357,1480,Vienna Game: Stanley Variation,5,10+0
49,resign,white,1480,1500,Italian Game: Two Knights Defense ,7,10+0
52,resign,black,1500,1480,Ruy Lopez: Bird Variation,6,10+0
100,mate,black,1444,1480,Queen's Gambit Refused: Albin Countergambit,4,10+0
38,resign,black,1480,1376,Scandinavian Defense: Gubinsky-Melts Defense,6,10+0
35,resign,white,1480,1027,Italian Game: Two Knights Defense ,7,10+0
14,resign,black,1027,1480,Four Knights Game: Italian Variation,7,10+0
35,mate,white,1480,1499,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,10+0
77,resign,white,1480,1357,Italian Game: Two Knights Defense ,7,10+0
59,mate,white,1480,1500,Pirc Defense #2,5,10+0
40,mate,black,1225,1480,Italian Game: Schilling-Kostic Gambit,6,10+0
40,resign,black,1480,1490,Four Knights Game: Italian Variation,8,10+0
54,resign,black,1316,1480,Ruy Lopez: Bird Variation,6,10+0
71,resign,white,1082,1480,Ruy Lopez: Steinitz Defense,6,10+0
55,resign,white,1480,1161,Philidor Defense: Nimzowitsch Variation,7,10+0
16,mate,black,1500,1480,Italian Game: Schilling-Kostic Gambit,6,10+0
66,mate,black,1314,1480,King's Pawn Game: Leonardis Variation,3,10+0
50,resign,white,1225,1480,Queen's Gambit Refused: Albin Countergambit ,7,10+0
108,resign,black,1480,1298,Scotch Game: Lolli Variation,6,10+0
25,resign,black,1480,1456,Italian Game: Two Knights Defense ,7,10+0
57,resign,white,1480,1465,Four Knights Game: Italian Variation,8,10+0
51,mate,white,1480,1209,Pirc Defense #5,3,10+0
58,mate,black,1209,1480,Saragossa Opening,1,10+0
64,outoftime,black,1500,1480,English Opening: Great Snake Variation,2,10+0
60,mate,black,1500,1480,Van Geet Opening,1,10+0
141,resign,white,1480,1221,Italian Game: Giuoco Pianissimo ,8,10+0
58,resign,black,1480,1500,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
63,resign,white,1480,1282,Sicilian Defense: Venice Attack,11,10+0
154,mate,black,1276,1480,King's Pawn Game: Leonardis Variation,3,10+0
109,draw,draw,1475,1480,Scotch Game,7,10+0
22,resign,black,1301,1480,Vienna Game: Vienna Gambit,5,10+0
55,mate,white,1480,1301,Four Knights Game: Italian Variation,7,10+0
35,resign,white,1500,1480,Queen's Pawn Game #2,3,10+0
59,mate,white,1480,1233,Elephant Gambit,4,10+0
6,resign,white,1480,1269,Three Knights Opening,5,10+0
148,mate,black,1498,1480,Four Knights Game: Scotch Variation,7,10+0
49,mate,white,1480,944,Four Knights Game: Italian Variation,7,10+0
16,resign,black,1109,1171,French Defense: Winawer Variation ,7,8+0
29,resign,white,1269,1136,Queen's Pawn Game: Chigorin Variation,4,15+0
78,resign,black,1197,1078,Mieses Opening,1,20+0
25,resign,white,1637,1205,Queen's Pawn,1,15+5
59,mate,white,1137,1324,Mikenas Defense,2,7+2
55,outoftime,white,1181,1200,King's Pawn Game: Maroczy Defense,4,7+2
15,resign,white,1123,1256,Queen's Pawn,1,7+2
75,outoftime,white,1290,1179,Bishop's Opening: Khan Gambit,4,7+2
5,resign,white,1297,1346,Pirc Defense #5,3,15+15
46,mate,black,1346,1354,Mikenas Defense,2,6+8
35,resign,white,1545,1500,Scotch Game,5,15+0
39,mate,white,1500,1409,Goldsmith Defense,2,5+5
28,mate,black,1500,1725,Anderssen Opening,1,20+2
63,mate,white,1691,1500,Philidor Defense #3,5,7+12
51,resign,white,1500,1500,Pirc Defense #5,3,30+5
26,mate,black,1500,1542,King's Pawn Game: Leonardis Variation,3,20+0
35,mate,white,1542,1500,Hippopotamus Defense #2,2,20+0
10,mate,black,1500,1827,King's Pawn Game: Leonardis Variation,3,20+0
58,mate,black,1500,1348,English Opening: The Whale,3,5+8
52,mate,black,1500,1331,French Defense: Queen's Knight,3,5+8
84,resign,black,1876,1906,Sicilian Defense: Kramnik Variation,5,20+5
79,mate,white,1837,1900,Queen's Pawn Game: Chigorin Variation,4,10+10
40,resign,black,1923,1887,Philidor Defense: Exchange Variation #3,6,5+8
64,resign,black,1935,1875,Philidor Defense,5,5+8
66,resign,black,1885,1897,French Defense: Advance Variation ,9,8+0
141,mate,white,1874,1876,Modern Defense,2,8+0
68,resign,black,1883,1961,Sicilian Defense: Delayed Alapin Variation,5,5+20
59,resign,white,1872,1895,Reti Opening,2,6+5
56,resign,black,1907,1860,Sicilian Defense: Alapin Variation,3,6+5
41,resign,white,1847,1921,Catalan Opening,6,6+5
68,resign,black,1932,1951,Bishop's Opening,3,10+0
92,resign,black,1972,1919,Sicilian Defense: Old Sicilian,4,10+0
126,resign,black,1929,1955,Bishop's Opening,3,10+0
56,resign,black,1941,1925,Ruy Lopez: Exchange Variation ,9,10+0
102,outoftime,black,1947,1929,Sicilian Defense: Delayed Alapin Variation,5,10+0
114,resign,black,1941,1925,Italian Game: Hungarian Defense,6,10+0
36,resign,black,1947,2114,French Defense: Advance Variation,8,10+10
3,draw,draw,1942,2119,Sicilian Defense: Alapin Variation,3,10+10
112,resign,black,1949,2104,French Defense: Advance Variation ,9,10+10
99,resign,black,1176,1704,Center Game: Normal Variation,6,180+180
54,resign,black,1259,1704,French Defense: Knight Variation,3,8+0
74,mate,black,1307,1704,French Defense: Paulsen Variation,5,30+0
25,resign,white,1691,1704,Danish Gambit Accepted,9,15+0
73,resign,white,1432,1704,Ware Opening,1,5+5
25,resign,white,1459,1704,Ruy Lopez: Exchange Variation,7,15+0
21,resign,white,1746,1704,King's Gambit Accepted ,5,5+5
40,mate,black,1500,1521,Grob Opening,1,10+0
153,resign,white,2001,1740,Queen's Pawn Game: Mason Attack,3,7+2
126,outoftime,black,1759,1532,Scandinavian Defense: Mieses-Kotroc Variation,4,7+2
62,resign,black,1757,1895,Scandinavian Defense: Main Line,6,7+2
45,resign,white,1853,1766,Philidor Defense,5,7+2
92,resign,black,1579,1760,Bishop's Opening: Berlin Defense,4,7+2
143,draw,draw,1768,1824,Rat Defense: Small Center Defense,4,7+2
68,draw,draw,1775,1544,French Defense: Knight Variation,3,7+2
71,resign,white,1603,1559,Saragossa Opening,1,15+0
45,resign,white,1371,1576,Queen's Gambit Accepted,4,10+0
62,mate,black,1455,1568,Queen's Pawn Game: Krause Variation,4,10+0
62,mate,black,1581,1535,Old Indian Defense,3,15+0
38,resign,black,1585,1820,Benoni Defense: Modern Variation,6,10+0
23,resign,white,1633,1595,Italian Game: Giuoco Pianissimo ,8,10+0
68,resign,black,1795,1578,Queen's Gambit Declined: Queen's Knight Variation,5,10+0
16,resign,white,1489,1592,Queen's Pawn Game: Mason Attack,3,10+0
52,resign,black,1602,1636,Queen's Gambit Declined,4,10+0
67,outoftime,white,1591,1581,Benoni Defense: Czech Benoni Defense,6,15+0
105,mate,white,1547,1604,Sicilian Defense: Closed Variation ,4,20+0
39,mate,white,1594,1554,Queen's Gambit Refused: Baltic Defense,4,15+0
29,mate,white,1578,1787,Slav Defense: Slav Gambit ,7,15+0
51,resign,white,1568,1549,Semi-Slav Defense: Chigorin Defense,12,15+0
148,draw,draw,1371,1573,Queen's Pawn Game: Krause Variation,4,15+0
23,resign,white,1635,1583,Ruy Lopez: Berlin Defense #2,6,10+0
111,resign,white,1576,1437,Sicilian Defense: Open,5,10+0
51,mate,white,1567,1494,Ruy Lopez: Steinitz Defense,6,10+0
62,resign,black,1504,1558,Italian Game: Giuoco Pianissimo,7,10+10
38,resign,black,1600,1545,Giuoco Piano,6,15+0
83,mate,white,1532,1614,Ruy Lopez,5,15+0
26,mate,black,1629,1517,Bishop's Opening: Boi Variation,4,15+0
49,resign,black,1525,1633,Sicilian Defense: Hyperaccelerated Pterodactyl,6,10+2
74,resign,black,1649,1510,Nimzo-Larsen Attack: Classical Variation,2,10+2
60,mate,black,1525,1385,Italian Game: Two Knights Defense ,7,15+0
118,resign,black,1531,1689,Queen's Gambit Accepted: Old Variation,5,10+0
94,resign,black,1545,1461,Ruy Lopez: Steinitz Defense,6,30+0
118,outoftime,black,1612,1531,English Opening: King's English Variation ,6,10+0
52,resign,black,1534,1868,Caro-Kann Defense: Advance Variation ,6,10+0
116,mate,black,1600,1521,Scandinavian Defense,2,10+0
35,resign,white,1533,1532,Ruy Lopez: Exchange Variation,7,10+0
99,outoftime,white,1532,1472,French Defense: Normal Variation,3,10+0
47,resign,white,1632,1541,Giuoco Piano,6,10+0
170,mate,black,1551,1574,Italian Game: Anti-Fried Liver Defense,6,10+0
99,mate,white,1628,1560,Ruy Lopez: Morphy Defense ,9,10+0
101,mate,white,1638,1570,Queen's Pawn Game: Krause Variation,4,10+0
64,mate,black,1575,1772,Petrov's Defense #2,5,15+0
87,outoftime,white,1477,1590,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
118,draw,draw,1651,1608,Queen's Pawn Game: Steinitz Countergambit,4,10+0
121,mate,white,1598,1539,Scandinavian Defense: Main Line,6,10+0
131,mate,white,1586,1607,French Defense: Advance Variation,8,10+0
79,mate,white,1585,1045,Elephant Gambit,4,10+0
35,resign,white,1671,1594,Ruy Lopez: Schliemann Defense ,7,10+0
30,resign,white,1633,1604,Sicilian Defense: McDonnell Attack,3,10+0
21,resign,black,1616,1600,Queen's Gambit Accepted: Central Variation ,6,10+0
65,resign,white,1939,1619,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
102,mate,black,1423,1614,Scandinavian Defense,2,10+0
78,resign,black,1628,1538,French Defense: Advance Variation #2,7,15+0
41,mate,white,1838,1610,Queen's Gambit Accepted: Old Variation,5,10+10
82,resign,white,2067,1843,Queen's Pawn Game: Mason Attack,3,20+10
55,mate,white,1825,2109,King's Indian Defense: Orthodox Variation,11,20+10
71,mate,white,2099,1829,King's Indian Attack,4,20+10
108,resign,black,1836,1987,Queen's Gambit Declined: Modern Variation ,11,15+10
113,resign,white,1817,2085,Yusupov-Rubinstein System,5,20+10
43,resign,white,1799,2073,Queen's Gambit Declined: 4.Bg5 Be7,8,30+6
100,mate,black,1867,1785,Sicilian Defense: O'Kelly Variation ,8,20+10
97,mate,white,1771,1875,English Defense #2,2,20+10
36,resign,black,1861,1757,King's Gambit Declined ,4,20+10
26,resign,white,1728,1769,Queen's Pawn Game: Levitsky Attack,3,15+5
40,resign,black,1786,1609,Colle System,6,10+0
98,resign,black,1500,1782,Englund Gambit Declined ,3,10+0
32,resign,white,1684,1785,Queen's Gambit Declined: Queen's Knight Variation,5,10+0
59,resign,white,1782,1484,Queen's Gambit Refused: Albin Countergambit,4,10+0
29,resign,white,1809,1792,Sicilian Defense: Smith-Morra Gambit,5,10+0
34,resign,black,1805,1757,Queen's Pawn Game,2,10+0
35,resign,white,1803,1335,Queen's Gambit Refused: Marshall Defense,4,10+0
69,resign,white,1663,1826,Sicilian Defense: Smith-Morra Gambit,5,10+0
41,resign,white,1813,1874,Queen's Gambit Accepted: Old Variation,5,10+0
127,resign,white,1801,1854,Queen's Pawn Game,2,10+0
45,resign,black,1808,1947,Queen's Pawn Game: Colle System,5,10+0
46,resign,black,1831,1796,Sicilian Defense: O'Kelly Variation ,5,10+0
19,resign,white,1480,1815,Sicilian Defense: O'Kelly Variation ,8,10+0
83,resign,white,1806,1728,Slav Defense: Exchange Variation ,11,10+0
65,resign,white,1798,1885,Queen's Pawn Game: Colle System ,8,15+10
86,draw,draw,1804,1869,French Defense: Exchange Variation,5,15+10
97,mate,white,1858,1814,Sicilian Defense: McDonnell Attack,3,15+10
105,draw,draw,1812,1874,Slav Defense,4,15+10
51,mate,white,1847,1822,Sicilian Defense: O'Kelly Variation ,8,15+10
53,outoftime,white,1888,1831,Sicilian Defense: McDonnell Attack,3,12+12
64,outoftime,black,1839,1967,Queen's Gambit Declined: Modern Variation ,11,15+10
76,resign,black,1846,1977,French Defense: Exchange Variation,5,15+10
76,mate,black,1845,2011,Queen's Gambit Declined: Lasker Defense,14,20+30
33,resign,white,1997,1852,Nimzowitsch-Larsen Attack,3,15+10
139,draw,draw,1976,1848,Sicilian Defense: Open #2,6,15+10
65,outoftime,white,1841,1847,Sicilian Defense: Wing Gambit,3,15+10
25,mate,white,1235,1669,Italian Game: Two Knights Defense,6,15+0
67,resign,white,1924,1674,King's Gambit Accepted ,6,15+0
96,mate,black,1693,1455,Queen's Gambit Refused: Marshall Defense,4,15+0
62,resign,white,1683,1619,Queen's Gambit Declined: Modern Variation ,11,15+0
102,mate,black,1588,1674,Giuoco Piano,6,15+0
63,resign,white,1661,1680,Old Indian Defense,4,15+0
46,resign,black,1199,1659,Three Knights Opening #2,6,15+0
100,resign,white,1565,1673,Ruy Lopez: Morphy Defense ,10,15+0
134,resign,black,1690,1540,Queen's Gambit Accepted: Old Variation,5,15+0
72,resign,black,1696,1896,King's Indian Defense: Zinnowitz Variation,11,15+0
81,mate,white,1888,1702,Scotch Game: Classical Variation,8,15+0
87,outoftime,white,1696,1515,Queen's Gambit Declined: 4.Bg5 Be7,8,15+0
56,resign,white,1554,1713,Queen's Pawn Game: Krause Variation,4,15+0
160,mate,black,1722,1817,Queen's Gambit Declined: Modern ,9,15+0
60,resign,white,1720,1334,Englund Gambit,2,15+0
119,resign,white,1718,1205,Queen's Gambit Accepted: Old Variation,5,15+0
18,mate,black,1652,1708,Scotch Game,5,15+0
109,resign,black,1525,1494,Scotch Game,5,10+0
84,resign,black,1530,1561,French Defense: King's Indian Attack,3,10+0
76,resign,black,1575,1516,King's Indian Defense: Saemisch Variation ,10,10+0
65,mate,white,1514,1108,Scotch Game,5,10+0
27,resign,white,1602,1523,Torre Attack,5,10+0
13,resign,black,1538,1452,Scotch Game,5,10+0
66,mate,black,1541,1900,Scotch Game,7,10+0
79,resign,white,1708,1548,Pirc Defense #4,2,10+0
76,mate,black,1270,1544,Lion Defense: Lion's Jaw,5,10+0
70,mate,black,1733,1732,Queen's Pawn Game: Veresov Attack ,4,10+0
105,resign,white,1732,1733,Dutch Defense,2,10+0
5,resign,white,1733,1732,Nimzo-Larsen Attack: Indian Variation,2,10+0
8,outoftime,black,1732,1733,Owen Defense,2,10+0
60,resign,black,1733,1732,King's Gambit Accepted ,5,10+0
54,outoftime,black,1732,1733,King's Indian Defense: Four Pawns Attack ,15,10+0
53,resign,white,1733,1732,King's Indian Attack,4,10+0
55,mate,white,1732,1654,Semi-Slav Defense,8,10+0
64,resign,black,1654,1732,Queen's Gambit Declined: Normal Defense,6,10+0
146,resign,black,1732,1733,Nimzowitsch Defense: Kennedy Variation ,5,10+0
113,draw,draw,1732,1733,Nimzo-Indian Defense: Classical Variation,7,10+0
102,resign,black,1733,1732,Semi-Slav Defense: Chigorin Defense,12,10+0
15,resign,white,1733,1732,System: Double Duck Formation,4,30+12
33,resign,white,1558,1551,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
119,mate,white,1532,1546,Owen Defense,2,10+0
50,mate,black,1377,1520,Scandinavian Defense,2,10+0
66,resign,black,1429,1487,Vienna Game: Zhuravlev Countergambit #2,4,15+1
45,mate,white,1249,1500,Mieses Opening,1,60+0
36,mate,black,1249,1500,Italian Game: Two Knights Defense ,11,20+0
31,mate,white,1202,1238,King's Pawn Game: Beyer Gambit,4,10+0
51,resign,white,1227,1254,French Defense: Advance Variation #3,5,10+0
29,resign,white,1134,1259,Russian Game: Urusov Gambit,5,10+0
11,resign,white,1500,1134,Indian Game,2,5+20
77,outoftime,white,1220,1205,French Defense: Paulsen Variation,5,10+0
42,mate,black,1278,1357,Queen's Gambit,3,10+0
16,resign,black,1278,1711,Queen's Gambit Refused: Marshall Defense,4,10+4
58,mate,black,1278,1500,Scandinavian Defense,2,10+4
41,mate,white,1500,1278,Queen's Pawn Game,2,10+4
16,resign,black,1278,1500,Scandinavian Defense,2,10+4
18,resign,white,1018,1278,Queen's Gambit Declined: Modern Variation,7,5+8
10,resign,black,1278,1500,Bishop's Opening,3,10+5
6,resign,black,1278,1500,Bishop's Opening,3,10+5
7,mate,white,1620,1278,Bishop's Opening,3,15+0
74,mate,black,1278,1500,Ruy Lopez: Berlin Defense #2,6,20+3
53,resign,white,1500,1278,Queen's Gambit Accepted,4,10+0
79,outoftime,white,1546,1278,Queen's Gambit Declined: Queen's Knight Variation,5,5+10
70,mate,black,1278,1611,Sicilian Defense: Smith-Morra Gambit #2,3,5+10
47,mate,white,1406,1278,Queen's Gambit Refused: Chigorin Defense #3,6,5+10
41,mate,white,1477,1364,Sicilian Defense: Smith-Morra Gambit #2,3,10+5
21,resign,white,1364,1283,Sicilian Defense: Canal Attack ,6,6+5
87,mate,white,1400,1259,Zukertort Opening: Black Mustang Defense,2,15+10
57,resign,white,1423,1400,Owen Defense,2,25+2
60,outoftime,black,1400,1476,Zukertort Opening: Black Mustang Defense,2,10+2
72,outoftime,black,1290,1400,English Opening,1,15+10
73,resign,white,1530,1400,Owen Defense,2,15+10
27,mate,white,1619,1400,Modern Defense,2,15+10
44,resign,black,1400,1619,Nimzowitsch-Larsen Attack,3,15+10
72,mate,black,1302,1400,English Defense #2,2,15+10
113,mate,white,1400,1475,Nimzowitsch-Larsen Attack,3,10+0
46,resign,white,1400,1476,Zukertort Opening: Black Mustang Defense,2,15+10
16,resign,white,1741,1400,Owen Defense,2,25+0
73,mate,white,1400,1028,Zukertort Opening: Queen's Gambit Invitation,2,15+10
106,draw,draw,1766,1400,Owen Defense,2,5+8
51,resign,white,1437,1400,English Defense #2,2,15+0
18,resign,black,1352,1400,Owen Defense,2,15+0
95,outoftime,white,1631,1400,Owen Defense: Smith Gambit,5,15+0
18,resign,white,1559,1400,English Defense #2,2,10+0
64,resign,black,1400,1635,Zukertort Opening: Sicilian Invitation,2,15+0
9,resign,white,1400,1381,Nimzowitsch-Larsen Attack,3,40+10
25,resign,black,1171,1400,Owen Defense,2,15+15
59,resign,white,1318,1400,Owen Defense,2,10+0
85,mate,white,1400,1372,Zukertort Opening: Kingside Fianchetto,2,20+0
30,resign,black,1400,1387,Nimzowitsch-Larsen Attack,3,20+0
15,mate,white,1371,1400,Owen Defense,2,20+0
66,resign,black,1400,1349,Nimzowitsch-Larsen Attack,3,20+0
38,mate,black,1675,1400,Owen Defense,2,20+0
18,resign,black,1515,1400,Owen Defense,2,10+0
81,mate,white,1400,1332,Zukertort Opening: Queen's Gambit Invitation,2,15+10
58,mate,black,1366,1400,Owen Defense,2,5+8
31,resign,black,1589,1400,Owen Defense,2,5+5
49,resign,white,1400,1466,Nimzowitsch-Larsen Attack,3,10+5
44,resign,black,1400,1437,Zukertort Opening: Queen's Gambit Invitation,2,8+0
65,resign,white,1566,1400,Van't Kruijs Opening,1,15+10
40,mate,black,1356,1400,Owen Defense,2,15+10
28,resign,black,1400,1395,Zukertort Opening: Pirc Invitation,2,15+10
56,mate,black,1500,1400,Owen Defense,2,15+10
19,resign,white,1400,1396,Zukertort Opening: Ross Gambit,2,15+10
105,mate,white,1400,1412,Zukertort Opening: Queen's Gambit Invitation,2,15+10
40,mate,black,1442,1400,Van Geet Opening,1,15+10
50,mate,black,1532,1503,Queen's Pawn Game: Chigorin Variation,4,10+10
40,resign,black,1385,1526,Italian Game: Giuoco Pianissimo,7,15+0
90,resign,black,1537,1509,Scotch Game: Scotch Gambit ,8,15+5
42,mate,black,1470,1528,Giuoco Piano,6,16+2
15,resign,white,1477,1541,Ruy Lopez: Steinitz Defense,6,16+2
48,resign,black,1556,1420,Scandinavian Defense: Mieses-Kotroc Variation,4,16+2
15,mate,white,1552,1314,French Defense: Knight Variation,3,16+2
57,resign,white,1545,1393,Sicilian Defense: French Variation,4,14+0
50,mate,black,1517,1535,King's Gambit,3,15+2
44,mate,black,1514,1524,King's Pawn Game: Wayward Queen Attack,3,20+5
52,outoftime,black,1552,1512,Three Knights Opening,5,10+0
40,mate,black,1499,1501,English Opening: King's English Variation,2,10+0
27,mate,white,1492,1456,Latvian Gambit: Mlotkowski Variation,5,8+2
95,resign,white,1484,1378,Sicilian Defense: Drazic Variation,6,90+0
138,mate,black,1394,1475,Giuoco Piano,6,20+0
23,resign,black,1491,1283,Philidor Defense #3,5,20+0
48,resign,black,1508,1243,King's Pawn Game: Damiano Defense,4,8+0
128,mate,black,1275,1504,Mieses Opening,1,15+0
16,resign,black,1514,1515,Russian Game: Urusov Gambit,5,15+0
34,resign,black,1482,1504,Philidor Defense,5,15+0
131,draw,draw,1552,1491,King's Pawn Game: Mengarini's Opening,3,10+0
28,resign,black,1455,1480,Ruy Lopez: Classical Variation,6,10+0
31,resign,white,1352,1496,Hungarian Opening: Reversed Alekhine,3,10+0
46,resign,black,1507,1494,French Defense: Knight Variation,3,10+0
35,mate,white,1496,1489,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
52,resign,black,1461,1486,Italian Game: Giuoco Pianissimo ,11,10+0
23,resign,white,1475,1465,French Defense: Knight Variation,3,10+0
111,resign,white,2193,1882,Nimzo-Indian Defense: Normal Variation ,10,10+0
19,resign,white,2193,1963,Queen's Gambit Refused: Chigorin Defense #2,5,25+30
40,resign,black,1927,2193,English Opening: Symmetrical Variation ,10,5+8
13,outoftime,white,2193,1965,Queen's Gambit Accepted: Rosenthal Variation,6,5+8
4,resign,black,1996,2193,Bird Opening: Dutch Variation,2,7+4
36,resign,black,1799,2193,Danish Gambit Accepted ,10,15+10
53,resign,white,2193,1799,Slav Defense: Quiet Variation ,8,15+10
46,resign,black,1799,2193,French Defense: Knight Variation,3,15+10
135,mate,white,2145,2193,Italian Game: Two Knights Defense ,7,15+0
24,resign,black,1814,2193,French Defense: Advance Variation ,7,10+0
